country,employer_name,job_title,annual_base_pay,location_name,employment_status,job_roles
India,Shaw Academy,Front End Developer,4032.0,Bangalore,Full Time,Frontend
India,Shaw Academy,Front End Developer,4032.0,Bangalore,Full Time,Frontend
India,Masai School,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Masai School,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Xelpmoc Design & Tech,Front End Developer,1728.0,Bangalore,Full Time,Frontend
India,Xelpmoc Design & Tech,Front End Developer,1728.0,Bangalore,Full Time,Frontend
India,CoWrks,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,CoWrks,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Fisdom,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Fisdom,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Provab Technosoft,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Provab Technosoft,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,CognitiveClouds,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,CognitiveClouds,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Artivatic Data Labs,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,Artivatic Data Labs,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,VuNet Systems,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,VuNet Systems,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Checktronix,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Checktronix,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,triSys IT Services,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,triSys IT Services,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Cartoon Mango,Front End Developer,14256.0,Bangalore,Full Time,Frontend
India,Cartoon Mango,Front End Developer,14256.0,Bangalore,Full Time,Frontend
India,SpotDraft,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,SpotDraft,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Marmeto,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Marmeto,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,PhaseZero Ventures,Front End Developer,1728.0,Bangalore,Full Time,Frontend
India,PhaseZero Ventures,Front End Developer,1728.0,Bangalore,Full Time,Frontend
India,iOSys,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,iOSys,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,Panorbit,Front End Developer,2304.0,Bangalore,Full Time,Frontend
India,Panorbit,Front End Developer,2304.0,Bangalore,Full Time,Frontend
India,Maistering,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Maistering,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Zersys Technologies,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,Zersys Technologies,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,Amplus,Front End Developer,1440.0,Bangalore,Full Time,Frontend
India,Amplus,Front End Developer,1440.0,Bangalore,Full Time,Frontend
India,Hop financial solutions,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Hop financial solutions,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Machstatz,Front End Developer,1728.0,Bangalore,Full Time,Frontend
India,Machstatz,Front End Developer,1728.0,Bangalore,Full Time,Frontend
India,Data Ratings Intelligence,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Data Ratings Intelligence,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Tata Consultancy Services,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Accenture,Front End Developer,1440.0,Bangalore,Full Time,Frontend
India,HCL Technologies,Front End Developer,13200.0,Bangalore,Full Time,Frontend
India,Oracle,Front End Developer,14400.0,Bangalore,Full Time,Frontend
India,BYJU'S,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,First Student,Front End Developer,288.0,Bangalore,Full Time,Frontend
India,Fresher,Front End Developer - Intern,1440.0,Bangalore,Intern,Frontend
India,HARMAN,Front End Developer,7632.0,Bangalore,Full Time,Frontend
India,Zomato,Front End Developer,18000.0,Bangalore,Full Time,Frontend
India,Self Opportunity,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,XYZ,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,TATA ELXSI,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Sopra Steria,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Philips,Front End Developer,7344.0,Bangalore,Full Time,Frontend
India,Ola,Front End Developer,25200.0,Bangalore,Full Time,Frontend
India,Vedantu,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,ABCDEF,Front End Developer,10944.0,Bangalore,Full Time,Frontend
India,ABB,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,HP Inc.,Front End Developer,13200.0,Bangalore,Full Time,Frontend
India,[24]7.ai,Front End Developer,3024.0,Bangalore,Full Time,Frontend
India,Huawei Technologies,Front End Developer,30000.0,Bangalore,Full Time,Frontend
India,Anonymous,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Anonymous,Front End Developer - Intern,432.0,Bangalore,Intern,Frontend
India,Shell,Front End Developer,16800.0,Bangalore,Full Time,Frontend
India,Shell,Front End Developer - Intern,3744.0,Bangalore,Intern,Frontend
India,XYZ (Turkey),Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Walmart,Front End Developer,19200.0,Bangalore,Full Time,Frontend
India,JLL,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,Virtual Employee,Front End Developer,8064.0,Bangalore,Full Time,Frontend
India,Sonata Software,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Decathlon,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Intuit,Front End Developer,5904.0,Bangalore,Full Time,Frontend
India,Visa Inc.,Front End Developer,5904.0,Bangalore,Full Time,Frontend
India,Infinite Computer Solutions,Front End Developer,16800.0,Bangalore,Full Time,Frontend
India,Walmart Global Tech,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Manhattan Associates,Front End Developer,14400.0,Bangalore,Full Time,Frontend
India,Brillio,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Finastra,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,Infor,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Lenskart Solutions,Front End Developer,19200.0,Bangalore,Full Time,Frontend
India,Johnson & Johnson,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,North American Corporation,Front End Developer,1440.0,Bangalore,Full Time,Frontend
India,North American Corporation,Front End Developer,3456.0,Bangalore,Full Time,Frontend
India,MetricStream,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,LivSpace,Front End Developer,25200.0,Bangalore,Full Time,Frontend
India,SapientNitro,Front End Developer - Intern,8400.0,Bangalore,Intern,Frontend
India,Talent Zone Consultants,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,ACL Digital,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,JK Tech,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,CareerNet Consulting,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Diageo,Front End Developer - Contractor,14400.0,Bangalore,Contractor,Frontend
India,Accion Labs,Front End Developer,19200.0,Bangalore,Full Time,Frontend
India,Tekion,Front End Developer,30000.0,Bangalore,Full Time,Frontend
India,Test Yantra,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Innominds Software,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Internshala,Front End Developer - Intern,6000.0,Bangalore,Intern,Frontend
India,Cure.Fit,Front End Developer,26400.0,Bangalore,Full Time,Frontend
India,Pearson,Front End Developer Contractor,10800.0,Bangalore,Contractor,Frontend
India,PharmEasy,Front End Developer,22800.0,Bangalore,Full Time,Frontend
India,Nous Infosystems,Front End Developer,13200.0,Bangalore,Full Time,Frontend
India,TCS e-Serve International,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Affine,Front End Developer,19200.0,Bangalore,Full Time,Frontend
India,Indecomm Global Services,Front End Developer,18000.0,Bangalore,Full Time,Frontend
India,Treebo Hotels,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Kuliza Technology,Front End Developer,13200.0,Bangalore,Full Time,Frontend
India,Born Group,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Cleartrip,Front End Developer,11808.0,Bangalore,Full Time,Frontend
India,No emplyer,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Sureshkumar,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,FireEye,Front End Developer,16800.0,Bangalore,Full Time,Frontend
India,Licious,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,Web Developers India,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Luxoft,Front End Developer,20400.0,Bangalore,Full Time,Frontend
India,Bayer,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,Enquero,Front End Developer,1200.0,Bangalore,Full Time,Frontend
India,Intelact Business Solutions,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,Knorr-Bremse,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,ACKO General Insurance,Front End Developer,18000.0,Bangalore,Full Time,Frontend
India,Pavan,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Koch Industries,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,DynPro,Front End Developer,16800.0,Bangalore,Full Time,Frontend
India,Newfold Digital,Front End Developer,18000.0,Bangalore,Full Time,Frontend
India,Springworks,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,ZopSmart,Front End Developer,13200.0,Bangalore,Full Time,Frontend
India,Experis,Front End Developer,2448.0,Bangalore,Full Time,Frontend
India,MoEngage,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Sling Media,Front End Developer,15600.0,Bangalore,Full Time,Frontend
India,Lexmark International,Front End Developer,6624.0,Bangalore,Full Time,Frontend
India,Pratian Technologies,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,NOBODY,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,Klaxon India Private Limited,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Freshersworld.com,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,RentoMojo,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,Alliance Recruitment Agency,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,Merck,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Cashfree,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,WorkIndia,Front End Developer - Intern,10800.0,Bangalore,Intern,Frontend
India,2nd Year,Front End Developer,4176.0,Bangalore,Full Time,Frontend
India,Javi Systems India Pvt.,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,Unnati,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,SISA Information Security,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Kaseya,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,HRDevi Talent Acquisition,Front End Developer,18000.0,Bangalore,Full Time,Frontend
India,Litmus7,Front End Developer,26400.0,Bangalore,Full Time,Frontend
India,Operative,Front End Developer,16800.0,Bangalore,Full Time,Frontend
India,Coverfox,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Aequs,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Greytip,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,McFadyen Digital,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Freelancer,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,GoodWorkLabs Services,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Quotient,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,Xpheno,Front End Developer,16800.0,Bangalore,Full Time,Frontend
India,Yokogawa,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,Self Employed Chicago,Front End Developer,2160.0,Bangalore,Full Time,Frontend
India,Santosh Reddy & Associates,Front End Developer,5760.0,Bangalore,Full Time,Frontend
India,Open Financial Technologies,Front End Developer,13200.0,Bangalore,Full Time,Frontend
India,Gameskraft,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,AllGo Systems,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,American Airlines,Front End Developer,6912.0,Bangalore,Full Time,Frontend
India,ASDF Web Hosting,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Girmiti Software,Front End Developer,2880.0,Bangalore,Full Time,Frontend
India,msg global solutions,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Lollypop UI/UX Studio,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Integra Micro Systems,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Sandeep Ramesh Gupta & Co.,Front End Developer - Intern,2736.0,Bangalore,Intern,Frontend
India,Vmoksha Technologies,Front End Developer,2736.0,Bangalore,Full Time,Frontend
India,Opteamix,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Synup,Front End Developer,21600.0,Bangalore,Full Time,Frontend
India,Reverie Language Technologies,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Auriga IT,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,V2soft,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,American Bureau of Shipping (ABS),Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,Money View,Front End Developer,19200.0,Bangalore,Full Time,Frontend
India,Aera Technology,Front End Developer,14400.0,Bangalore,Full Time,Frontend
India,Skoruz,Front End Developer,14400.0,Bangalore,Full Time,Frontend
India,Excellarate,Front End Developer,13200.0,Bangalore,Full Time,Frontend
India,ChinesePod,Front End Developer - Intern,720.0,Bangalore,Intern,Frontend
India,MediaKind,Front End Developer - Intern,4800.0,Bangalore,Intern,Frontend
India,Multi Recruit,Front End Developer,19200.0,Bangalore,Full Time,Frontend
India,BSH Hausgeräte,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Antino Labs,Front End Developer,4176.0,Bangalore,Full Time,Frontend
India,Varuna Integrated Logistics,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,FusionCharts,Front End Developer,1200.0,Bangalore,Full Time,Frontend
India,Freelancing Design,Front End Developer - Intern,1440.0,Bangalore,Intern,Frontend
India,Pixis,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,KredX,Front End Developer,8784.0,Bangalore,Full Time,Frontend
India,Team Pumpkin,Front End Developer,6048.0,Bangalore,Full Time,Frontend
India,DocsApp,Front End Developer,18000.0,Bangalore,Full Time,Frontend
India,Get My Parking,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,Priyanka Communications India,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,Springboard,Front End Developer,15600.0,Bangalore,Full Time,Frontend
India,GiveIndia,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Think Design,Front End Developer,6768.0,Bangalore,Full Time,Frontend
India,Talview,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,AxisRooms,Front End Developer,4320.0,Bangalore,Full Time,Frontend
India,Trans Neuron Technologies,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Frontend Design,Front End Developer,1296.0,Bangalore,Full Time,Frontend
India,Active Intelligence,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Tata Health,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,PointCross Life Sciences,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Quintype,Front End Developer,14400.0,Bangalore,Full Time,Frontend
India,Fyers,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Telesonic Networks,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,vitrana,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,Jifflenow,Front End Developer,15600.0,Bangalore,Full Time,Frontend
India,Technosoft,Front End Developer Contractor,17411.328,Bangalore,Contractor,Frontend
India,Tekie,Front End Developer - Intern,1584.0,Bangalore,Intern,Frontend
India,Veena World,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Felix Healthcare,Front End Developer,6912.0,Bangalore,Full Time,Frontend
India,mSupply,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Zinier,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Gnani.ai,Front End Developer,3744.0,Bangalore,Full Time,Frontend
India,Niki.ai,Front End Developer,18000.0,Bangalore,Full Time,Frontend
India,Vtiger,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,VenturePact,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,IT Trailblazers,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,Entropik Tech,Front End Developer,24000.0,Bangalore,Full Time,Frontend
India,Reward360,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Piktorlabs,Front End Developer,13200.0,Bangalore,Full Time,Frontend
India,Nanoheal,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Simplotel,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,FuGenX Technologies,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Scoop Technologies (India),Front End Developer,24000.0,Bangalore,Full Time,Frontend
India,High Peak Software,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,ThiDiff Technologies,Front End Developer,2160.0,Bangalore,Full Time,Frontend
India,ThiDiff Technologies,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,Wooplr,Front End Developer,15600.0,Bangalore,Full Time,Frontend
India,Blah,Front End Developer,8640.0,Bangalore,Full Time,Frontend
India,Fibonalabs,Front End Developer - Intern,2160.0,Bangalore,Intern,Frontend
India,Avvas Infotech,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,L Brands,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,IndGlobal,Front End Developer,6480.0,Bangalore,Full Time,Frontend
India,Web Development India,Front End Developer,2736.0,Bangalore,Full Time,Frontend
India,Infosearch BPO Services Pvt,Front End Developer,3312.0,Bangalore,Full Time,Frontend
India,f1Studioz,Front End Developer,18000.0,Bangalore,Full Time,Frontend
India,KVC CONSULTANTS,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,RDA Labs,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,CoffeeBeans Consulting,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,91social,Front End Developer - Intern,1440.0,Bangalore,Intern,Frontend
India,Zomentum,Front End Developer,24000.0,Bangalore,Full Time,Frontend
India,Unizen Technologies,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Divum,Front End Developer - Intern,3600.0,Bangalore,Intern,Frontend
India,Intertec Systems,Front End Developer,3312.0,Bangalore,Full Time,Frontend
India,Bang the Table,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Wisdomleaf Technologies,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Perk,Front End Developer,18000.0,Bangalore,Full Time,Frontend
India,World Wide Technology,Front End Developer,34800.0,Bangalore,Full Time,Frontend
India,Nurture Software Solutions,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,ToneTag,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,EasyEcom,Front End Developer,18000.0,Bangalore,Full Time,Frontend
India,DigiCollect,Front End Developer,4032.0,Bangalore,Full Time,Frontend
India,Nggawe Nirman Technologies,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Clarisights,Front End Developer,15600.0,Bangalore,Full Time,Frontend
India,Bloom Consulting Services,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,Quantum Business Solutions & Outsourcing,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Cypherox Technology,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,WebMobi,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,Daily Rounds,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Teligenz Tech Solutions,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,HEXAGON GLOBAL IT SERVICES,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,Zendesk,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,MYNEWCAR,Front End Developer,1440.0,Bangalore,Full Time,Frontend
India,TruKKer Technologies,Front End Developer,16800.0,Bangalore,Full Time,Frontend
India,Startups.com,Front End Developer,864.0,Bangalore,Full Time,Frontend
India,Eltropy,Front End Developer,14400.0,Bangalore,Full Time,Frontend
India,Mobiotics,Front End Developer - Intern,1584.0,Bangalore,Intern,Frontend
India,Learnyst Insight,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,LetsEndorse,Front End Developer,5184.0,Bangalore,Full Time,Frontend
India,MySchoolPage,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,Amaris Consulting,Front End Developer,4608.0,Bangalore,Full Time,Frontend
India,NIT Agartala,Front End Developer,13680.0,Bangalore,Full Time,Frontend
India,Navabrind IT Solutions,Front End Developer,2592.0,Bangalore,Full Time,Frontend
India,75F,Front End Developer - Intern,4800.0,Bangalore,Intern,Frontend
India,Conflux Technologies,Front End Developer - Intern,3456.0,Bangalore,Intern,Frontend
India,Visionpix Technologies,Front End Developer,19200.0,Bangalore,Full Time,Frontend
India,FullThrottle Labs,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Vivek Systems,Front End Developer - Intern,1440.0,Bangalore,Intern,Frontend
India,Charles Hudson Technology Solutions,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,peopleHum,Front End Developer - Intern,3888.0,Bangalore,Intern,Frontend
India,Nava Vision,Front End Developer,2016.0,Bangalore,Full Time,Frontend
India,Oust Labs,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Your Practice Online,Front End Developer,1584.0,Bangalore,Full Time,Frontend
India,DayToDay Health,Front End Developer,39600.0,Bangalore,Full Time,Frontend
India,Medibox,Front End Developer,13200.0,Bangalore,Full Time,Frontend
India,Gloinnt,Front End Developer,9648.0,Bangalore,Full Time,Frontend
India,SAIF,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Matic Network,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Addpro Network,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Solid Systems Global,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,Mindera,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Clinikk,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Leadics,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,Manmuk Creations,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Cloudreach,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Superset,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Esquare Info Solutions,Front End Developer,1440.0,Bangalore,Full Time,Frontend
India,Parallel Labs,Front End Developer - Intern,2592.0,Bangalore,Intern,Frontend
India,Neutrinos Solutions,Front End Developer,1728.0,Bangalore,Full Time,Frontend
India,Campion Software,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Soumya Homes,Front End Developer,3456.0,Bangalore,Full Time,Frontend
India,OZOPROP Technologies,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Staffio HR,Front End Developer,19200.0,Bangalore,Full Time,Frontend
India,iKure Techsoft,Front End Developer,2016.0,Bangalore,Full Time,Frontend
India,SmartDocs,Front End Developer,2400.0,Bangalore,Full Time,Frontend
India,Ranjana Khan,Front End Developer,2160.0,Bangalore,Full Time,Frontend
India,Asianet News,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Hexwhale,Front End Developer,3456.0,Bangalore,Full Time,Frontend
India,Atria Power,Front End Developer,1152.0,Bangalore,Full Time,Frontend
India,SellerApp,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,MyHealthcare Technologies Private Limited,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,InViz AI Solutions,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,Goprotoz,Front End Developer - Intern,2160.0,Bangalore,Intern,Frontend
India,NicheSoft,Front End Developer,13200.0,Bangalore,Full Time,Frontend
India,Trellisys.net,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Think201,Front End Developer,1440.0,Bangalore,Full Time,Frontend
India,Innovalus Technologies,Front End Developer,6048.0,Bangalore,Full Time,Frontend
India,Kopykitab,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,Charles Schwab,Front End Developer,2304.0,Bangalore,Full Time,Frontend
India,Knitter,Front End Developer - Intern,1872.0,Bangalore,Intern,Frontend
India,EWar,Front End Developer,8400.0,Bangalore,Full Time,Frontend
India,Amplifi,Front End Developer,2160.0,Bangalore,Full Time,Frontend
India,Denodo,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,DoubleSpring,Front End Developer,6048.0,Bangalore,Full Time,Frontend
India,Medwhiz,Front End Developer,2736.0,Bangalore,Full Time,Frontend
India,Saveo,Front End Developer,12000.0,Bangalore,Full Time,Frontend
India,EntryLevel,Front End Developer,5472.0,Bangalore,Full Time,Frontend
India,Codemonk,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Unifize,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Nuchange Informatics,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,HOPE Research Group,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Design Esthetics,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Mims Meat,Front End Developer,2160.0,Bangalore,Full Time,Frontend
India,Transvision (Bangalore),Front End Developer,3168.0,Bangalore,Full Time,Frontend
India,OSlash,Front End Developer,5904.0,Bangalore,Full Time,Frontend
India,VinnovateLabz,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,Uable,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,VinnovateLabz,Front End Developer - Intern,2160.0,Bangalore,Intern,Frontend
India,AirProbe,Front End Developer,9600.0,Bangalore,Full Time,Frontend
India,AirProbe,Front End Developer - Intern,1008.0,Bangalore,Intern,Frontend
India,DbCom,Front End Developer,6000.0,Bangalore,Full Time,Frontend
India,DAAS Labs,Front End Developer,22800.0,Bangalore,Full Time,Frontend
India,SwiftAnt IT Solutions,Front End Developer,2016.0,Bangalore,Full Time,Frontend
India,Bashar Technologies,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Trsoft Technologies,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,MOBtexting,Front End Developer,2160.0,Bangalore,Full Time,Frontend
India,HashLearn,Front End Developer - Intern,1728.0,Bangalore,Intern,Frontend
India,Tailwebs,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Nviera Technologies,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,TechCiti Technologies,Front End Developer - Intern,1440.0,Bangalore,Intern,Frontend
India,iBusiness Software,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,CormSquare,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,SmartClean Technologies,Front End Developer,4800.0,Bangalore,Full Time,Frontend
India,Learnmall,Front End Developer,4608.0,Bangalore,Full Time,Frontend
India,Paramount Software Solutions,Front End Developer,10800.0,Bangalore,Full Time,Frontend
India,Increasingly,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Superdrug,Front End Developer,18000.0,Bangalore,Full Time,Frontend
India,AltraDimension,Front End Developer,3600.0,Bangalore,Full Time,Frontend
India,Carousell,Front End Developer,6048.0,Bangalore,Full Time,Frontend
India,Projectplace,Front End Developer,19200.0,Bangalore,Full Time,Frontend
India,Chandan Tech Solutions,Front End Developer - Intern,2400.0,Bangalore,Intern,Frontend
India,OpsVeda,Front End Developer,7200.0,Bangalore,Full Time,Frontend
India,Keonics,Front End Developer,3024.0,Bangalore,Full Time,Frontend
